criterion_root,rel_case_dir,group,workload,transport,has_payload_word,payload_size_bytes,impl,param,mean_ns,lower_ns,upper_ns,throughput_kind,throughput_value,ops_per_s,bytes_per_s,gib_per_s,ns_per_op
target/criterion,"prio101 payload STREAM ops_s (real bytes, 4096 B), 20P_1C/Impl4_BitmapScanner/4096","prio101 payload STREAM ops_s (real bytes, 4096 B), 20P_1C",prio101,STREAM,True,4096,Impl4_BitmapScanner,4096,6547311.705014922,6388263.966109308,6695166.873229421,Elements,16384.0,2502401.098064516,,,399.61619293303966
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 64 B), 20P_1C/Impl1_MutexBinaryHeap/64","dual_priority payload DGRAM bytes_s (real bytes, 64 B), 20P_1C",dual_priority,DGRAM,True,64,Impl1_MutexBinaryHeap,64,478103527.15,467212917.14937496,489608590.685,Bytes,32000000.0,,66931110.48720696,0.06233445414081864,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 64 B), 20P_1C/Impl2_DualSegQueue/64","dual_priority payload DGRAM bytes_s (real bytes, 64 B), 20P_1C",dual_priority,DGRAM,True,64,Impl2_DualSegQueue,64,59573494.23011235,58642853.87792221,60520531.89469187,Bytes,32000000.0,,537151637.8810142,0.5002614463502674,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 60000 B), 20P_1C/Impl1_MutexBinaryHeap/60000","dual_priority bytes_s DGRAM (1 item == 60000 B), 20P_1C",dual_priority,DGRAM,False,60000,Impl1_MutexBinaryHeap,60000,68417070.525,67467814.4125,69332453.4309375,Bytes,12000000000.0,,175394823366.70828,163.34915847210985,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 60000 B), 20P_1C/Impl2_DualSegQueue/60000","dual_priority bytes_s DGRAM (1 item == 60000 B), 20P_1C",dual_priority,DGRAM,False,60000,Impl2_DualSegQueue,60000,16525198.596894648,16381438.406344173,16658820.457098028,Bytes,12000000000.0,,726163738949.2549,676.2926829506223,
target/criterion,"prio101 bytes_s STREAM (1 item == 4096 B), 20P_1C/Impl3_Skiplist/4096","prio101 bytes_s STREAM (1 item == 4096 B), 20P_1C",prio101,STREAM,False,4096,Impl3_Skiplist,4096,67090380.16875,66067104.42609375,68628555.91,Bytes,819200000.0,,12210394365.622849,11.371815917662204,
target/criterion,"prio101 bytes_s STREAM (1 item == 4096 B), 20P_1C/Impl4_BitmapScanner/4096","prio101 bytes_s STREAM (1 item == 4096 B), 20P_1C",prio101,STREAM,False,4096,Impl4_BitmapScanner,4096,7552173.234892925,7373068.108413988,7747278.087469941,Bytes,819200000.0,,108472088036.20811,101.02250430379819,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 16384 B), 20P_/Impl1_MutexBinaryHeap/16384","dual_priority payload STREAM bytes_s (real bytes, 16384 B), 20P_",dual_priority,STREAM,True,16384,Impl1_MutexBinaryHeap,16384,4511259.814138087,4395262.722059611,4625275.667064531,Bytes,67108864.0,,14875858798.840137,13.854223116152117,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 16384 B), 20P_/Impl2_DualSegQueue/16384","dual_priority payload STREAM bytes_s (real bytes, 16384 B), 20P_",dual_priority,STREAM,True,16384,Impl2_DualSegQueue,16384,3080499.1353190197,2986707.546322994,3162936.2341790153,Bytes,67108864.0,,21785061787.73854,20.288919832313937,
target/criterion,"prio101 bytes_s DGRAM (1 item == 16384 B), 20P_1C/Impl3_Skiplist/16384","prio101 bytes_s DGRAM (1 item == 16384 B), 20P_1C",prio101,DGRAM,False,16384,Impl3_Skiplist,16384,66672456.425,65680332.09859375,68107044.15578124,Bytes,3276800000.0,,49147731697.66259,45.772392021177886,
target/criterion,"prio101 bytes_s DGRAM (1 item == 16384 B), 20P_1C/Impl4_BitmapScanner/16384","prio101 bytes_s DGRAM (1 item == 16384 B), 20P_1C",prio101,DGRAM,False,16384,Impl4_BitmapScanner,16384,7505801.910631614,7310824.461578071,7712759.792476134,Bytes,3276800000.0,,436568942135.0925,406.58651118641023,
target/criterion,"prio101 bytes_s STREAM (1 item == 1048576 B), 20P_1C/Impl3_Skiplist/1048576","prio101 bytes_s STREAM (1 item == 1048576 B), 20P_1C",prio101,STREAM,False,1048576,Impl3_Skiplist,1048576,67329407.25,66361122.60625,68677807.2103125,Bytes,209715200000.0,,3114763794389.412,2900.8498363098242,
target/criterion,"prio101 bytes_s STREAM (1 item == 1048576 B), 20P_1C/Impl4_BitmapScanner/1048576","prio101 bytes_s STREAM (1 item == 1048576 B), 20P_1C",prio101,STREAM,False,1048576,Impl4_BitmapScanner,1048576,8094111.948110007,7924227.312054485,8256859.661653431,Bytes,209715200000.0,,25909599637915.68,24130.1950420399,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 1472 B), 20P_1C/Impl1_MutexBinaryHeap/1472","dual_priority bytes_s DGRAM (1 item == 1472 B), 20P_1C",dual_priority,DGRAM,False,1472,Impl1_MutexBinaryHeap,1472,64363158.66875,63482143.031093754,65337586.033125,Bytes,294400000.0,,4574045247.144449,4.259911595978261,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 1472 B), 20P_1C/Impl2_DualSegQueue/1472","dual_priority bytes_s DGRAM (1 item == 1472 B), 20P_1C",dual_priority,DGRAM,False,1472,Impl2_DualSegQueue,1472,16576990.15532053,16479925.527913315,16669997.327608613,Bytes,294400000.0,,17759556906.385067,16.539876262084643,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 60000 B), 20P_1/Impl1_MutexBinaryHeap/60000","dual_priority payload DGRAM bytes_s (real bytes, 60000 B), 20P_1",dual_priority,DGRAM,True,60000,Impl1_MutexBinaryHeap,60000,2795083.255593701,2745520.5982616353,2845925.3881707718,Bytes,67080000.0,,23999285125.319675,22.351076011843677,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 60000 B), 20P_1/Impl2_DualSegQueue/60000","dual_priority payload DGRAM bytes_s (real bytes, 60000 B), 20P_1",dual_priority,DGRAM,True,60000,Impl2_DualSegQueue,60000,2542722.388076753,2476109.340386514,2606969.034027787,Bytes,67080000.0,,26381173310.36579,24.569382248787015,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 16384 B), 20P_1C/Impl1_MutexBinaryHeap/16384","dual_priority bytes_s DGRAM (1 item == 16384 B), 20P_1C",dual_priority,DGRAM,False,16384,Impl1_MutexBinaryHeap,16384,66071180.69375,65174980.0678125,67016910.2215625,Bytes,3276800000.0,,49594996874.484024,46.18894017719107,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 16384 B), 20P_1C/Impl2_DualSegQueue/16384","dual_priority bytes_s DGRAM (1 item == 16384 B), 20P_1C",dual_priority,DGRAM,False,16384,Impl2_DualSegQueue,16384,16537886.136102522,16436303.872854523,16641997.023440475,Bytes,3276800000.0,,198138986629.41467,184.53131115940835,
target/criterion,"dual_priority payload DGRAM (real bytes, 4096 B), 20P_1C/Impl1_MutexBinaryHeap/4096","dual_priority payload DGRAM (real bytes, 4096 B), 20P_1C",dual_priority,DGRAM,True,4096,Impl1_MutexBinaryHeap,4096,16481011.804022137,16238500.276204022,16719235.961993448,Bytes,67108864.0,,4071889808.587013,3.7922429000837847,
target/criterion,"dual_priority payload DGRAM (real bytes, 4096 B), 20P_1C/Impl2_DualSegQueue/4096","dual_priority payload DGRAM (real bytes, 4096 B), 20P_1C",dual_priority,DGRAM,True,4096,Impl2_DualSegQueue,4096,4491999.066531599,4373586.115942327,4607447.868612295,Bytes,67108864.0,,14939643353.892475,13.913627112184162,
target/criterion,"prio101 bytes_s DGRAM (1 item == 32768 B), 20P_1C/Impl3_Skiplist/32768","prio101 bytes_s DGRAM (1 item == 32768 B), 20P_1C",prio101,DGRAM,False,32768,Impl3_Skiplist,32768,66707557.8375,65831550.73171875,67803921.14296876,Bytes,6553600000.0,,98243740476.37312,91.49661332031071,
target/criterion,"prio101 bytes_s DGRAM (1 item == 32768 B), 20P_1C/Impl4_BitmapScanner/32768","prio101 bytes_s DGRAM (1 item == 32768 B), 20P_1C",prio101,DGRAM,False,32768,Impl4_BitmapScanner,32768,7937865.769152741,7754897.685533439,8111423.07070263,Bytes,6553600000.0,,825612348531.7526,768.9114180689236,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 16384 B), 20P_1/Impl1_MutexBinaryHeap/16384","dual_priority payload DGRAM bytes_s (real bytes, 16384 B), 20P_1",dual_priority,DGRAM,True,16384,Impl1_MutexBinaryHeap,16384,4590830.986808247,4518891.486327876,4659309.05027222,Bytes,67108864.0,,14618021049.530537,13.614092999632039,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 16384 B), 20P_1/Impl2_DualSegQueue/16384","dual_priority payload DGRAM bytes_s (real bytes, 16384 B), 20P_1",dual_priority,DGRAM,True,16384,Impl2_DualSegQueue,16384,3049880.5908562685,2962471.599930834,3124458.806993423,Bytes,67108864.0,,22003767688.87167,20.49260557524084,
target/criterion,"dual_priority bytes_s STREAM (1 item == 4096 B), 20P_1C/Impl1_MutexBinaryHeap/4096","dual_priority bytes_s STREAM (1 item == 4096 B), 20P_1C",dual_priority,STREAM,False,4096,Impl1_MutexBinaryHeap,4096,68355501.10625,67414370.875,69202479.60015625,Bytes,819200000.0,,11984404864.893856,11.161346794007212,
target/criterion,"dual_priority bytes_s STREAM (1 item == 4096 B), 20P_1C/Impl2_DualSegQueue/4096","dual_priority bytes_s STREAM (1 item == 4096 B), 20P_1C",dual_priority,STREAM,False,4096,Impl2_DualSegQueue,4096,16580658.502301196,16476603.124069488,16682874.568164395,Bytes,819200000.0,,49406964137.54043,46.01382104450877,
target/criterion,"prio101 payload STREAM ops_s (real bytes, 64 B), 20P_1C/Impl3_Skiplist/64","prio101 payload STREAM ops_s (real bytes, 64 B), 20P_1C",prio101,STREAM,True,64,Impl3_Skiplist,64,363170664.275,356541976.49125,368806304.75,Elements,500000.0,1376763.1837724375,,,726.34132855
target/criterion,"prio101 payload STREAM ops_s (real bytes, 64 B), 20P_1C/Impl4_BitmapScanner/64","prio101 payload STREAM ops_s (real bytes, 64 B), 20P_1C",prio101,STREAM,True,64,Impl4_BitmapScanner,64,118746045.39166665,116434926.96000001,120951098.87437499,Elements,500000.0,4210666.539258822,,,237.4920907833333
target/criterion,"dual_priority (HIGH_LOW), 20P_1C/Impl1_MutexBinaryHeap/200000","dual_priority (HIGH_LOW), 20P_1C",dual_priority,,False,,Impl1_MutexBinaryHeap,200000,65076706.41,64583306.62,65562283.86,Elements,200000.0,3073296.284233387,,,325.38353205
target/criterion,"dual_priority (HIGH_LOW), 20P_1C/Impl2_DualSegQueue/200000","dual_priority (HIGH_LOW), 20P_1C",dual_priority,,False,,Impl2_DualSegQueue,200000,16602744.2175,16517005.80275,16685814.4540625,Elements,200000.0,12046201.361651497,,,83.0137210875
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 64 B), 20P_1C/Impl3_Skiplist/64","prio101 payload STREAM bytes_s (real bytes, 64 B), 20P_1C",prio101,STREAM,True,64,Impl3_Skiplist,64,363692480.45,356841790.575625,370517120.371875,Bytes,32000000.0,,87986421.82650055,0.08194374090666003,
target/criterion,"prio101 payload STREAM bytes_s (real bytes, 64 B), 20P_1C/Impl4_BitmapScanner/64","prio101 payload STREAM bytes_s (real bytes, 64 B), 20P_1C",prio101,STREAM,True,64,Impl4_BitmapScanner,64,118986847.4,115706738.17099999,122148417.46774998,Bytes,32000000.0,,268937287.6014193,0.25046736709905726,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 4194304 B), 20/Impl1_MutexBinaryHeap/4194304","dual_priority payload STREAM bytes_s (real bytes, 4194304 B), 20",dual_priority,STREAM,True,4194304,Impl1_MutexBinaryHeap,4194304,55262456.74511975,54001899.89314808,56666604.72967142,Bytes,1073741824.0,,19429860473.852757,18.09546768092807,
target/criterion,"dual_priority payload STREAM bytes_s (real bytes, 4194304 B), 20/Impl2_DualSegQueue/4194304","dual_priority payload STREAM bytes_s (real bytes, 4194304 B), 20",dual_priority,STREAM,True,4194304,Impl2_DualSegQueue,4194304,55832523.915853,54573231.93920849,57312150.81014316,Bytes,1073741824.0,,19231475647.03095,17.91070741324774,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 512 B), 20P_1C/Impl1_MutexBinaryHeap/512","dual_priority payload STREAM ops_s (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl1_MutexBinaryHeap,512,134048670.67,129309723.94450003,138926127.20525002,Elements,131072.0,977794.1052669747,,,1022.7101949310303
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 512 B), 20P_1C/Impl2_DualSegQueue/512","dual_priority payload STREAM ops_s (real bytes, 512 B), 20P_1C",dual_priority,STREAM,True,512,Impl2_DualSegQueue,512,16250755.099069621,15853641.045946391,16646075.541954901,Elements,131072.0,8065594.441670224,,,123.98342208152482
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 1472 B), 20P_1C/Impl1_MutexBinaryHeap/1472","dual_priority payload DGRAM ops_s (real bytes, 1472 B), 20P_1C",dual_priority,DGRAM,True,1472,Impl1_MutexBinaryHeap,1472,44659345.23553715,43894400.97750318,45509968.473267846,Elements,45590.0,1020838.9701988352,,,979.5864276274874
target/criterion,"dual_priority payload DGRAM ops_s (real bytes, 1472 B), 20P_1C/Impl2_DualSegQueue/1472","dual_priority payload DGRAM ops_s (real bytes, 1472 B), 20P_1C",dual_priority,DGRAM,True,1472,Impl2_DualSegQueue,1472,7574110.015690218,7364804.096099947,7768758.382931325,Elements,45590.0,6019189.040766191,,,166.1353370408032
target/criterion,"dual_priority payload STREAM (real bytes, 16384 B), 20P_1C/Impl1_MutexBinaryHeap/16384","dual_priority payload STREAM (real bytes, 16384 B), 20P_1C",dual_priority,STREAM,True,16384,Impl1_MutexBinaryHeap,16384,4707788.9415268805,4629268.093924191,4790810.556849048,Bytes,67108864.0,,14254858243.121351,13.275871279762454,
target/criterion,"dual_priority payload STREAM (real bytes, 16384 B), 20P_1C/Impl2_DualSegQueue/16384","dual_priority payload STREAM (real bytes, 16384 B), 20P_1C",dual_priority,STREAM,True,16384,Impl2_DualSegQueue,16384,3215890.8806641344,3120715.933321883,3302612.1661839476,Bytes,67108864.0,,20867892130.139973,19.43473902544004,
target/criterion,"dual_priority bytes_s STREAM (1 item == 1048576 B), 20P_1C/Impl1_MutexBinaryHeap/1048576","dual_priority bytes_s STREAM (1 item == 1048576 B), 20P_1C",dual_priority,STREAM,False,1048576,Impl1_MutexBinaryHeap,1048576,63580527.54375,63122465.53421875,64030733.165781245,Bytes,209715200000.0,,3298418684174.8706,3071.8917811055394,
target/criterion,"dual_priority bytes_s STREAM (1 item == 1048576 B), 20P_1C/Impl2_DualSegQueue/1048576","dual_priority bytes_s STREAM (1 item == 1048576 B), 20P_1C",dual_priority,STREAM,False,1048576,Impl2_DualSegQueue,1048576,16570106.628035044,16409516.43041856,16704388.192737767,Bytes,209715200000.0,,12656237205207.951,11787.039418898477,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 32768 B), 20P_1C/Impl1_MutexBinaryHeap/32768","dual_priority bytes_s DGRAM (1 item == 32768 B), 20P_1C",dual_priority,DGRAM,False,32768,Impl1_MutexBinaryHeap,32768,63671222.8875,62839949.55,64555308.40546875,Bytes,6553600000.0,,102928759693.83351,95.85987748003892,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 32768 B), 20P_1C/Impl2_DualSegQueue/32768","dual_priority bytes_s DGRAM (1 item == 32768 B), 20P_1C",dual_priority,DGRAM,False,32768,Impl2_DualSegQueue,32768,16601951.006034097,16507559.69185761,16696970.718546625,Bytes,6553600000.0,,394748785707.0562,367.6384554310294,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 64 B), 20P_1C/Impl1_MutexBinaryHeap/64","dual_priority bytes_s DGRAM (1 item == 64 B), 20P_1C",dual_priority,DGRAM,False,64,Impl1_MutexBinaryHeap,64,67979824.29375,67333813.26953125,68583973.8815625,Bytes,12800000.0,,188291160.3991424,0.17535980828026534,
target/criterion,"dual_priority bytes_s DGRAM (1 item == 64 B), 20P_1C/Impl2_DualSegQueue/64","dual_priority bytes_s DGRAM (1 item == 64 B), 20P_1C",dual_priority,DGRAM,False,64,Impl2_DualSegQueue,64,16494695.66740505,16344023.942691378,16637003.408712035,Bytes,12800000.0,,776007042.3908402,0.72271287663918,
target/criterion,"dual_priority bytes_s STREAM (1 item == 65536 B), 20P_1C/Impl1_MutexBinaryHeap/65536","dual_priority bytes_s STREAM (1 item == 65536 B), 20P_1C",dual_priority,STREAM,False,65536,Impl1_MutexBinaryHeap,65536,68815403.8875,67852759.11046876,69727775.55843751,Bytes,13107200000.0,,190468983099.01312,177.38806372416497,
target/criterion,"dual_priority bytes_s STREAM (1 item == 65536 B), 20P_1C/Impl2_DualSegQueue/65536","dual_priority bytes_s STREAM (1 item == 65536 B), 20P_1C",dual_priority,STREAM,False,65536,Impl2_DualSegQueue,65536,16600349.350575048,16473638.95369339,16713085.310539434,Bytes,13107200000.0,,789573744696.2799,735.3478527593239,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 4194304 B), 20P_/Impl1_MutexBinaryHeap/4194304","dual_priority payload STREAM ops_s (real bytes, 4194304 B), 20P_",dual_priority,STREAM,True,4194304,Impl1_MutexBinaryHeap,4194304,55254793.19813297,54154646.960155554,56365267.82601718,Elements,256.0,4633.082221157423,,,215839.0359302069
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 4194304 B), 20P_/Impl2_DualSegQueue/4194304","dual_priority payload STREAM ops_s (real bytes, 4194304 B), 20P_",dual_priority,STREAM,True,4194304,Impl2_DualSegQueue,4194304,55079385.24955378,53878339.438917756,56583699.29277831,Elements,256.0,4647.836914666254,,,215153.84863106944
target/criterion,"prio101 payload STREAM (real bytes, 512 B), 20P_1C/Impl3_Skiplist/512","prio101 payload STREAM (real bytes, 512 B), 20P_1C",prio101,STREAM,True,512,Impl3_Skiplist,512,92855344.9785958,91349572.73447809,94447693.72224686,Bytes,67108864.0,,722724836.3082314,0.6730899552891323,
target/criterion,"prio101 payload STREAM (real bytes, 512 B), 20P_1C/Impl4_BitmapScanner/512","prio101 payload STREAM (real bytes, 512 B), 20P_1C",prio101,STREAM,True,512,Impl4_BitmapScanner,512,34250320.15841071,33183580.944418732,35385775.85028537,Bytes,67108864.0,,1959364574.9766908,1.8248004605776544,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 32768 B), 20P_1/Impl1_MutexBinaryHeap/32768","dual_priority payload DGRAM bytes_s (real bytes, 32768 B), 20P_1",dual_priority,DGRAM,True,32768,Impl1_MutexBinaryHeap,32768,3234097.4975786447,3136243.212247527,3338594.7564655743,Bytes,67108864.0,,20750414621.15602,19.325329569313695,
target/criterion,"dual_priority payload DGRAM bytes_s (real bytes, 32768 B), 20P_1/Impl2_DualSegQueue/32768","dual_priority payload DGRAM bytes_s (real bytes, 32768 B), 20P_1",dual_priority,DGRAM,True,32768,Impl2_DualSegQueue,32768,2625187.8416719195,2546659.66509734,2695002.355289579,Bytes,67108864.0,,25563452235.57792,23.807820152098238,
target/criterion,"prio101 bytes_s STREAM (1 item == 16384 B), 20P_1C/Impl3_Skiplist/16384","prio101 bytes_s STREAM (1 item == 16384 B), 20P_1C",prio101,STREAM,False,16384,Impl3_Skiplist,16384,67321296.05625,66450013.46484375,68525183.46906249,Bytes,3276800000.0,,48674048064.405716,45.33123976029988,
target/criterion,"prio101 bytes_s STREAM (1 item == 16384 B), 20P_1C/Impl4_BitmapScanner/16384","prio101 bytes_s STREAM (1 item == 16384 B), 20P_1C",prio101,STREAM,False,16384,Impl4_BitmapScanner,16384,7735175.068374954,7500823.579710799,7982137.247336761,Bytes,3276800000.0,,423623249769.3691,394.5298956421847,
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 16384 B), 20P_1C/Impl3_Skiplist/16384","prio101 payload DGRAM ops_s (real bytes, 16384 B), 20P_1C",prio101,DGRAM,True,16384,Impl3_Skiplist,16384,5198546.710898778,5077124.763598499,5310422.27360492,Elements,4096.0,787912.5124359691,,,1269.176443090522
target/criterion,"prio101 payload DGRAM ops_s (real bytes, 16384 B), 20P_1C/Impl4_BitmapScanner/16384","prio101 payload DGRAM ops_s (real bytes, 16384 B), 20P_1C",prio101,DGRAM,True,16384,Impl4_BitmapScanner,16384,3606635.351873004,3500107.3458452877,3707696.4948712294,Elements,4096.0,1135684.5370777112,,,880.5262089533701
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C/Impl3_Skiplist/1472","prio101 payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C",prio101,DGRAM,True,1472,Impl3_Skiplist,1472,34588011.963973984,34058788.44032715,35103872.745495014,Bytes,67108480.0,,1940223684.145204,1.8069741168480404,
target/criterion,"prio101 payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C/Impl4_BitmapScanner/1472","prio101 payload DGRAM bytes_s (real bytes, 1472 B), 20P_1C",prio101,DGRAM,True,1472,Impl4_BitmapScanner,1472,13546139.510353576,13201820.481488781,13863124.385190021,Bytes,67108480.0,,4954066798.788518,4.613834245864784,
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 4096 B), 20P_1C/Impl1_MutexBinaryHeap/4096","dual_priority payload STREAM ops_s (real bytes, 4096 B), 20P_1C",dual_priority,STREAM,True,4096,Impl1_MutexBinaryHeap,4096,15642098.881062001,15137654.880241118,16208646.237070788,Elements,16384.0,1047429.7678706164,,,954.7179492835694
target/criterion,"dual_priority payload STREAM ops_s (real bytes, 4096 B), 20P_1C/Impl2_DualSegQueue/4096","dual_priority payload STREAM ops_s (real bytes, 4096 B), 20P_1C",dual_priority,STREAM,True,4096,Impl2_DualSegQueue,4096,4278254.632119593,4129243.6581785358,4410749.840749089,Elements,16384.0,3829599.0792588256,,,261.12393994870564
